company_name,order_id,order_date,ship_date,shipping_type,product,sales,profit,shipping_cost,year
Maritime Data,92b-372c,07/05/2021,07/07/2021,Express,Banking platform,203,127.78,63.11,2021
Maritime Data,a5d-cb1f,07/05/2021,07/12/2021,Standard,Business Analytics,33,77.7,59.56,2021
Maritime Data,4dd-0f7e,07/05/2021,07/10/2021,Standard,Database Security,50,276.98,23.16,2021
Maritime Data,6c3-92ff,07/05/2021,07/12/2021,Standard,GPU Software,11,38.81,58.29,2021
Maritime Data,6fe-68ed,07/05/2021,07/07/2021,Express,Workforce Scheduling,51,201.05,46.74,2021
Fusion Energy,1c4-f476,07/05/2021,07/09/2021,Standard,Combustion Fluids,200,286.49,35.12,2021
Fusion Energy,08a-e08d,07/05/2021,07/05/2021,Same Day,Cleaning Supplies,44,190.56,79.18,2021
Fusion Energy,23b-6556,07/05/2021,07/05/2021,Same Day,Greases,267,249.95,92.7,2021
Fusion Energy,627-80d3,07/05/2021,07/05/2021,Same Day,Rubber,154,41.98,37.87,2021
Bitterroot Wood Studio,e9f-0dae,07/05/2021,07/07/2021,Express,Chairs,243,43.41,95.14,2021
Bitterroot Wood Studio,34c-9017,07/05/2021,07/05/2021,Same Day,Tables,259,186.32,78.69,2021
Bitterroot Wood Studio,607-8cfb,07/05/2021,07/12/2021,Standard,Bedframes,218,91.76,88.02,2021
Bitterroot Wood Studio,58f-faa9,07/05/2021,07/05/2021,Same Day,Bookcases,204,241.01,32.04,2021
Bitterroot Wood Studio,366-d009,07/05/2021,07/09/2021,Standard,Cabinets,255,290.87,60.98,2021
Echo,cbe-6f72,07/05/2021,07/09/2021,Standard,accessories,161,24.31,39.49,2021
Echo,f1b-8735,07/05/2021,07/07/2021,Express,phones,166,70.85,67.05,2021
Echo,f90-8f09,07/05/2021,07/07/2021,Express,computers,230,42.47,22.49,2021
Echo,323-1d2d,07/05/2021,07/07/2021,Express,tablets,154,226.22,67.2,2021
Echo,50b-4a0c,07/05/2021,07/10/2021,Standard,washers,159,117.58,12.14,2021
Echo,c79-969b,07/05/2021,07/12/2021,Standard,dryers,168,181.82,21.89,2021
Echo,2a7-a90b,07/05/2021,07/05/2021,Same Day,car radios,243,37.46,48.25,2021
Apex Corporation,81c-431e,07/06/2021,07/12/2021,Standard,accessories,165,126.7,14.79,2021
Apex Corporation,8f9-817e,07/06/2021,07/08/2021,Express,phones,120,219.54,78.87,2021
Apex Corporation,587-779d,07/06/2021,07/06/2021,Same Day,computers,111,99.96,98.71,2021
Apex Corporation,142-ebe3,07/06/2021,07/12/2021,Standard,tablets,141,209.93,65.97,2021
Apex Corporation,bce-0cc3,07/06/2021,07/06/2021,Same Day,televisions,204,255.77,12.23,2021
Maritime Data,964-9394,07/06/2021,07/06/2021,Same Day,Cloud Service,39,48.28,60.73,2021
Maritime Data,e32-4f99,07/06/2021,07/08/2021,Express,Banking platform,74,228.24,35.44,2021
Maritime Data,fcf-f6f7,07/06/2021,07/08/2021,Express,Business Analytics,78,47.57,91.21,2021
Maritime Data,0d7-03a2,07/06/2021,07/06/2021,Same Day,Database Security,83,152.98,34.96,2021
Maritime Data,522-0df5,07/06/2021,07/06/2021,Same Day,GPU Software,208,194.36,64.14,2021
Maritime Data,7d7-8299,07/06/2021,07/06/2021,Same Day,Workforce Scheduling,80,240.95,90.28,2021
Fusion Energy,685-2446,07/06/2021,07/06/2021,Same Day,Combustion Fluids,251,49.38,41.57,2021
Fusion Energy,bf1-6406,07/06/2021,07/06/2021,Same Day,Cleaning Supplies,68,89.36,23.5,2021
Fusion Energy,81a-ac81,07/06/2021,07/06/2021,Same Day,Greases,46,102.44,49.01,2021
Fusion Energy,568-3771,07/06/2021,07/12/2021,Standard,Rubber,180,22.22,76.2,2021
Bitterroot Wood Studio,1eb-cd95,07/06/2021,07/08/2021,Express,Chairs,204,227.46,37.61,2021
Bitterroot Wood Studio,5d0-4838,07/06/2021,07/13/2021,Standard,Tables,37,75.05,76.42,2021
Bitterroot Wood Studio,545-ba68,07/06/2021,07/13/2021,Standard,Bedframes,255,24.47,42.56,2021
Bitterroot Wood Studio,d78-fed8,07/06/2021,07/08/2021,Express,Bookcases,105,174.42,51.99,2021
Bitterroot Wood Studio,3a9-90fb,07/06/2021,07/06/2021,Same Day,Cabinets,144,204.88,33.28,2021
Echo,798-bf28,07/06/2021,07/08/2021,Express,accessories,51,274.41,59.14,2021
Echo,dd1-a45c,07/06/2021,07/10/2021,Standard,phones,215,135.41,18.87,2021
Echo,97a-5f5c,07/06/2021,07/08/2021,Express,computers,228,129.52,61.86,2021
Echo,3d7-6bba,07/06/2021,07/06/2021,Same Day,tablets,124,219.14,29.1,2021
Echo,4df-5781,07/06/2021,07/06/2021,Same Day,washers,248,165.63,78.76,2021
Echo,ab9-038b,07/06/2021,07/08/2021,Express,dryers,17,288.03,65.75,2021
Echo,7ab-d237,07/06/2021,07/13/2021,Standard,car radios,246,119.61,59.42,2021
Apex Corporation,217-e2f7,07/07/2021,07/07/2021,Same Day,accessories,177,276.17,57.29,2021
Apex Corporation,066-defa,07/07/2021,07/07/2021,Same Day,phones,193,90.29,18.58,2021
Apex Corporation,0d7-1fae,07/07/2021,07/14/2021,Standard,computers,108,63.47,92.15,2021
Apex Corporation,622-89a8,07/07/2021,07/14/2021,Standard,tablets,54,218.19,14.15,2021
Apex Corporation,238-be50,07/07/2021,07/13/2021,Standard,televisions,87,172.64,16.4,2021
Maritime Data,54e-b811,07/07/2021,07/09/2021,Express,Cloud Service,220,229.31,14.55,2021
Maritime Data,b0d-4fb0,07/07/2021,07/09/2021,Express,Banking platform,155,222.45,74.46,2021
Maritime Data,2f3-3814,07/07/2021,07/09/2021,Express,Business Analytics,206,130.65,56.24,2021
Maritime Data,d1d-db66,07/07/2021,07/07/2021,Same Day,Database Security,286,156.55,48.95,2021
Maritime Data,598-86ac,07/07/2021,07/09/2021,Express,GPU Software,61,279.79,31.86,2021
Maritime Data,630-3040,07/07/2021,07/07/2021,Same Day,Workforce Scheduling,31,257.73,30.41,2021
Fusion Energy,0c9-662b,07/07/2021,07/09/2021,Express,Combustion Fluids,284,47.25,49.46,2021
Fusion Energy,3ad-59cb,07/07/2021,07/07/2021,Same Day,Cleaning Supplies,102,58.9,17.41,2021
Fusion Energy,ee4-197b,07/07/2021,07/12/2021,Standard,Greases,61,130.98,43.26,2021
Fusion Energy,9c5-ac92,07/07/2021,07/12/2021,Standard,Rubber,135,230.14,16.91,2021
Bitterroot Wood Studio,46d-dc9e,07/07/2021,07/07/2021,Same Day,Chairs,127,102.1,69.41,2021
Bitterroot Wood Studio,ec9-b345,07/07/2021,07/07/2021,Same Day,Tables,95,194.59,37.82,2021
Bitterroot Wood Studio,689-431d,07/07/2021,07/09/2021,Express,Bedframes,108,234.17,91.26,2021
Bitterroot Wood Studio,ea5-007c,07/07/2021,07/13/2021,Standard,Bookcases,144,88.96,93.46,2021
Bitterroot Wood Studio,c16-dd4a,07/07/2021,07/09/2021,Express,Cabinets,250,59.82,69.3,2021
Echo,274-babb,07/07/2021,07/07/2021,Same Day,accessories,59,110.01,78.2,2021
Echo,36b-1871,07/07/2021,07/09/2021,Express,phones,249,247.29,65.3,2021
Echo,05c-774c,07/07/2021,07/07/2021,Same Day,computers,53,130.7,35.57,2021
Echo,d1c-3927,07/07/2021,07/09/2021,Express,tablets,136,120.29,65.34,2021
Echo,985-5d3a,07/07/2021,07/12/2021,Standard,washers,125,44.28,32.67,2021
Echo,1b2-e087,07/07/2021,07/14/2021,Standard,dryers,65,236.74,89.03,2021
Echo,763-c0f5,07/07/2021,07/13/2021,Standard,car radios,248,259.55,62.92,2021
Apex Corporation,3c4-dba1,07/08/2021,07/10/2021,Express,accessories,29,134.66,25.25,2021
Apex Corporation,d93-77ba,07/08/2021,07/13/2021,Standard,phones,149,41.73,19.53,2021
Apex Corporation,68c-b468,07/08/2021,07/08/2021,Same Day,computers,291,212.07,34.3,2021
Apex Corporation,38a-34d3,07/08/2021,07/15/2021,Standard,tablets,156,93.62,84.86,2021
Apex Corporation,3c2-7704,07/08/2021,07/10/2021,Express,televisions,266,89.86,37.87,2021
Maritime Data,172-adbe,07/08/2021,07/08/2021,Same Day,Cloud Service,175,76.52,53.28,2021
Maritime Data,4cd-a27b,07/08/2021,07/10/2021,Express,Banking platform,11,172.12,96.91,2021
Maritime Data,2d0-dcce,07/08/2021,07/08/2021,Same Day,Business Analytics,264,219.42,77.53,2021
Maritime Data,1cc-fff9,07/08/2021,07/10/2021,Express,Database Security,223,30.75,37.73,2021
Maritime Data,886-a9d7,07/08/2021,07/08/2021,Same Day,GPU Software,269,236.79,54.11,2021
Maritime Data,993-8f8b,07/08/2021,07/08/2021,Same Day,Workforce Scheduling,179,152.06,90.96,2021
Fusion Energy,bf4-3eb6,07/08/2021,07/08/2021,Same Day,Combustion Fluids,263,141.29,16.21,2021
Fusion Energy,6bd-4140,07/08/2021,07/14/2021,Standard,Cleaning Supplies,27,291.79,83.11,2021
Fusion Energy,8d3-f0bf,07/08/2021,07/12/2021,Standard,Greases,74,67.5,22.88,2021
Fusion Energy,52d-0ea8,07/08/2021,07/08/2021,Same Day,Rubber,178,97.05,41.56,2021
Bitterroot Wood Studio,826-2046,07/08/2021,07/08/2021,Same Day,Chairs,285,29.83,71.82,2021
Bitterroot Wood Studio,9c0-db6f,07/08/2021,07/08/2021,Same Day,Tables,19,178.38,75.73,2021
Bitterroot Wood Studio,52e-bd5e,07/08/2021,07/10/2021,Express,Bedframes,92,286.34,25.35,2021
Bitterroot Wood Studio,590-65ac,07/08/2021,07/13/2021,Standard,Bookcases,147,290.0,70.87,2021
Bitterroot Wood Studio,0f2-5aef,07/08/2021,07/10/2021,Express,Cabinets,123,200.43,14.15,2021
Echo,2aa-6c23,07/08/2021,07/08/2021,Same Day,accessories,170,250.37,44.84,2021
Echo,77c-7e50,07/08/2021,07/10/2021,Express,phones,55,207.07,28.98,2021
Echo,ca9-0c80,07/08/2021,07/14/2021,Standard,computers,183,253.4,28.97,2021
Echo,083-e8d3,07/08/2021,07/08/2021,Same Day,tablets,120,33.31,29.41,2021
Echo,164-e82b,07/08/2021,07/08/2021,Same Day,washers,43,276.3,73.3,2021
Echo,9f1-ad65,07/08/2021,07/08/2021,Same Day,dryers,104,102.54,42.43,2021
Echo,68e-eff5,07/08/2021,07/08/2021,Same Day,car radios,135,243.59,74.71,2021
Apex Corporation,59c-8dcd,07/10/2021,07/12/2021,Express,accessories,234,247.63,11.04,2021
Apex Corporation,844-db9f,07/10/2021,07/15/2021,Standard,phones,112,112.3,39.31,2021
Apex Corporation,77f-54dc,07/10/2021,07/15/2021,Standard,computers,267,179.8,92.21,2021
Apex Corporation,83c-01c6,07/10/2021,07/10/2021,Same Day,tablets,230,151.89,77.12,2021
Apex Corporation,84f-cc5d,07/10/2021,07/15/2021,Standard,televisions,38,131.89,11.43,2021
Maritime Data,7fa-a0a9,07/10/2021,07/12/2021,Express,Cloud Service,98,78.67,98.23,2021
Maritime Data,d91-b10e,07/10/2021,07/12/2021,Express,Banking platform,107,81.82,37.79,2021
Maritime Data,2ad-e003,07/10/2021,07/12/2021,Express,Business Analytics,172,24.4,73.66,2021
Maritime Data,b00-8bfe,07/10/2021,07/12/2021,Express,Database Security,78,163.37,99.27,2021
Maritime Data,fda-01be,07/10/2021,07/12/2021,Express,GPU Software,160,44.74,71.32,2021
Maritime Data,b20-03bd,07/10/2021,07/17/2021,Standard,Workforce Scheduling,283,20.74,14.27,2021
Fusion Energy,e50-540e,07/10/2021,07/15/2021,Standard,Combustion Fluids,120,157.4,50.88,2021
Fusion Energy,e83-a6ad,07/10/2021,07/16/2021,Standard,Cleaning Supplies,49,89.82,82.78,2021
Fusion Energy,c97-d77a,07/10/2021,07/12/2021,Express,Greases,285,235.24,13.15,2021
Fusion Energy,5a8-109e,07/10/2021,07/12/2021,Express,Rubber,177,113.86,96.03,2021
Bitterroot Wood Studio,5fa-4d5a,07/10/2021,07/10/2021,Same Day,Chairs,208,140.56,73.45,2021
Bitterroot Wood Studio,40b-0428,07/10/2021,07/15/2021,Standard,Tables,121,187.7,48.84,2021
Bitterroot Wood Studio,6ed-4061,07/10/2021,07/12/2021,Express,Bedframes,221,78.85,24.68,2021
Bitterroot Wood Studio,0fc-2647,07/10/2021,07/14/2021,Standard,Bookcases,69,213.81,11.65,2021
Bitterroot Wood Studio,20b-e6b1,07/10/2021,07/17/2021,Standard,Cabinets,20,97.16,85.99,2021
Echo,1f0-3cce,07/10/2021,07/16/2021,Standard,accessories,244,204.34,17.37,2021
Echo,ccf-ef6d,07/10/2021,07/10/2021,Same Day,phones,35,211.22,65.03,2021
Echo,2cf-aaab,07/10/2021,07/10/2021,Same Day,computers,50,152.63,11.49,2021
Echo,e1c-2102,07/10/2021,07/12/2021,Express,tablets,41,194.81,72.92,2021
Echo,4d2-233a,07/10/2021,07/12/2021,Express,washers,265,145.29,14.46,2021
Echo,722-51b2,07/10/2021,07/10/2021,Same Day,dryers,127,259.81,94.28,2021
Echo,146-574e,07/10/2021,07/10/2021,Same Day,car radios,168,235.73,79.35,2021
Apex Corporation,ffb-6ae8,07/11/2021,07/13/2021,Express,accessories,151,216.61,95.13,2021
Apex Corporation,f95-759e,07/11/2021,07/16/2021,Standard,phones,282,175.94,38.16,2021
Apex Corporation,99b-4fe0,07/11/2021,07/11/2021,Same Day,computers,238,58.21,76.0,2021
Apex Corporation,4bb-b556,07/11/2021,07/16/2021,Standard,tablets,233,194.41,88.53,2021
Apex Corporation,49e-2743,07/11/2021,07/13/2021,Express,televisions,182,226.23,18.16,2021
Maritime Data,304-8df2,07/11/2021,07/13/2021,Express,Cloud Service,150,175.19,21.61,2021
Maritime Data,350-c832,07/11/2021,07/13/2021,Express,Banking platform,16,293.79,29.63,2021
Maritime Data,6f7-2d3a,07/11/2021,07/11/2021,Same Day,Business Analytics,91,56.83,85.18,2021
Maritime Data,64e-7119,07/11/2021,07/13/2021,Express,Database Security,290,161.36,36.84,2021
Maritime Data,c3d-da96,07/11/2021,07/15/2021,Standard,GPU Software,209,24.45,14.32,2021
Maritime Data,351-232d,07/11/2021,07/13/2021,Express,Workforce Scheduling,233,23.85,99.45,2021
Fusion Energy,480-8298,07/11/2021,07/11/2021,Same Day,Combustion Fluids,109,93.58,73.82,2021
Fusion Energy,0a6-ce5d,07/11/2021,07/13/2021,Express,Cleaning Supplies,120,85.62,58.04,2021
Fusion Energy,4f7-69d1,07/11/2021,07/16/2021,Standard,Greases,229,166.38,82.04,2021
Fusion Energy,3f4-5e34,07/11/2021,07/15/2021,Standard,Rubber,47,130.54,22.43,2021
Bitterroot Wood Studio,dad-f1a6,07/11/2021,07/11/2021,Same Day,Chairs,69,271.85,37.56,2021
Bitterroot Wood Studio,ddf-f47f,07/11/2021,07/13/2021,Express,Tables,34,167.29,88.72,2021
Bitterroot Wood Studio,038-653c,07/11/2021,07/16/2021,Standard,Bedframes,191,278.8,31.91,2021
Bitterroot Wood Studio,60f-1b3f,07/11/2021,07/11/2021,Same Day,Bookcases,216,283.57,53.98,2021
Bitterroot Wood Studio,f2f-3240,07/11/2021,07/13/2021,Express,Cabinets,281,52.43,88.18,2021
Echo,21f-15a3,07/11/2021,07/13/2021,Express,accessories,108,130.33,64.71,2021
Echo,804-dffa,07/11/2021,07/16/2021,Standard,phones,81,268.14,48.54,2021
Echo,493-3a80,07/11/2021,07/11/2021,Same Day,computers,10,186.42,61.6,2021
Echo,265-8076,07/11/2021,07/11/2021,Same Day,tablets,35,161.37,50.86,2021
Echo,07a-9dab,07/11/2021,07/13/2021,Express,washers,114,62.86,99.03,2021
Echo,481-2f3c,07/11/2021,07/19/2021,Standard,dryers,97,134.67,27.69,2021
Echo,ac7-0205,07/11/2021,07/11/2021,Same Day,car radios,80,245.34,40.05,2021
Apex Corporation,675-3c42,07/12/2021,07/12/2021,Same Day,accessories,170,293.51,92.11,2021
Apex Corporation,4db-a5b7,07/12/2021,07/14/2021,Express,phones,122,109.72,67.03,2021
Apex Corporation,504-f6f2,07/12/2021,07/19/2021,Standard,computers,248,39.87,74.07,2021
Apex Corporation,078-211c,07/12/2021,07/12/2021,Same Day,tablets,224,210.67,84.29,2021
Apex Corporation,503-0a7d,07/12/2021,07/14/2021,Express,televisions,247,126.66,21.86,2021
Maritime Data,39a-3299,07/12/2021,07/14/2021,Express,Cloud Service,299,223.44,56.23,2021
Maritime Data,ce0-a3aa,07/12/2021,07/14/2021,Express,Banking platform,98,79.97,59.71,2021
Maritime Data,994-5cf8,07/12/2021,07/14/2021,Express,Business Analytics,108,233.4,62.65,2021
Maritime Data,22e-a373,07/12/2021,07/14/2021,Express,Database Security,186,275.62,35.53,2021
Maritime Data,a46-8758,07/12/2021,07/19/2021,Standard,GPU Software,203,198.75,81.99,2021
Maritime Data,7b2-fd63,07/12/2021,07/17/2021,Standard,Workforce Scheduling,117,252.43,49.5,2021
Fusion Energy,749-7709,07/12/2021,07/19/2021,Standard,Combustion Fluids,229,64.78,48.03,2021
Fusion Energy,046-ca34,07/12/2021,07/16/2021,Standard,Cleaning Supplies,280,173.26,83.41,2021
Fusion Energy,ebf-5a08,07/12/2021,07/16/2021,Standard,Greases,117,215.7,76.85,2021
Fusion Energy,fe9-95e2,07/12/2021,07/14/2021,Express,Rubber,125,185.74,30.69,2021
Bitterroot Wood Studio,60c-7721,07/12/2021,07/12/2021,Same Day,Chairs,291,103.41,17.47,2021
Bitterroot Wood Studio,598-617d,07/12/2021,07/14/2021,Express,Tables,22,183.12,88.93,2021
Bitterroot Wood Studio,5a2-a31a,07/12/2021,07/19/2021,Standard,Bedframes,300,179.04,97.55,2021
Bitterroot Wood Studio,53d-f8f0,07/12/2021,07/19/2021,Standard,Bookcases,220,245.55,65.05,2021
Bitterroot Wood Studio,b56-86c8,07/12/2021,07/12/2021,Same Day,Cabinets,258,293.14,22.11,2021
Echo,981-b8c8,07/12/2021,07/14/2021,Express,accessories,119,72.33,90.68,2021
Echo,d0b-f633,07/12/2021,07/12/2021,Same Day,phones,91,25.2,10.7,2021
Echo,3d4-d1c3,07/12/2021,07/19/2021,Standard,computers,149,285.33,43.9,2021
Echo,74a-8369,07/12/2021,07/19/2021,Standard,tablets,275,253.43,76.25,2021
Echo,9da-41ae,07/12/2021,07/16/2021,Standard,washers,291,23.93,57.01,2021
Echo,b21-95cb,07/12/2021,07/19/2021,Standard,dryers,286,209.3,61.82,2021
Echo,84c-4029,07/12/2021,07/14/2021,Express,car radios,256,79.44,37.44,2021
Apex Corporation,e1c-6942,07/15/2021,07/17/2021,Express,accessories,152,99.59,80.97,2021
Apex Corporation,391-40b9,07/15/2021,07/15/2021,Same Day,phones,252,263.91,17.77,2021
Apex Corporation,d67-d35b,07/15/2021,07/17/2021,Express,computers,184,40.74,93.55,2021
Apex Corporation,7fc-7feb,07/15/2021,07/17/2021,Express,tablets,176,213.8,77.9,2021
Apex Corporation,ef1-3c85,07/15/2021,07/15/2021,Same Day,televisions,162,235.13,48.03,2021
Maritime Data,af8-0c93,07/15/2021,07/15/2021,Same Day,Cloud Service,196,250.82,23.93,2021
Maritime Data,698-c6b6,07/15/2021,07/21/2021,Standard,Banking platform,226,232.43,83.95,2021
Maritime Data,e5a-bb60,07/15/2021,07/17/2021,Express,Business Analytics,16,240.15,17.97,2021
Maritime Data,f88-69e2,07/15/2021,07/15/2021,Same Day,Database Security,83,194.64,21.71,2021
Maritime Data,db0-0041,07/15/2021,07/20/2021,Standard,GPU Software,143,56.04,38.83,2021
Maritime Data,3ba-a060,07/15/2021,07/15/2021,Same Day,Workforce Scheduling,157,186.41,25.09,2021
Fusion Energy,376-ec37,07/15/2021,07/17/2021,Express,Combustion Fluids,177,238.88,63.11,2021
Fusion Energy,d70-0d5d,07/15/2021,07/15/2021,Same Day,Cleaning Supplies,83,147.89,52.1,2021
Fusion Energy,30f-a872,07/15/2021,07/17/2021,Express,Greases,67,239.57,49.99,2021
Fusion Energy,ad8-e4ad,07/15/2021,07/20/2021,Standard,Rubber,294,27.02,43.85,2021
Bitterroot Wood Studio,296-71a5,07/15/2021,07/15/2021,Same Day,Chairs,43,82.96,87.3,2021
Bitterroot Wood Studio,67a-ac87,07/15/2021,07/15/2021,Same Day,Tables,211,190.4,70.34,2021
Bitterroot Wood Studio,aa5-b010,07/15/2021,07/17/2021,Express,Bedframes,168,162.48,16.31,2021
Bitterroot Wood Studio,c4c-6dd8,07/15/2021,07/17/2021,Express,Bookcases,72,73.83,13.71,2021
Bitterroot Wood Studio,2d5-6bea,07/15/2021,07/17/2021,Express,Cabinets,35,120.72,88.07,2021
Echo,1dc-80fe,07/15/2021,07/15/2021,Same Day,accessories,152,86.49,53.58,2021
Echo,c40-97ca,07/15/2021,07/15/2021,Same Day,phones,149,209.03,34.44,2021
Echo,e07-32cc,07/15/2021,07/17/2021,Express,computers,41,143.76,86.56,2021
Echo,9f8-e383,07/15/2021,07/15/2021,Same Day,tablets,98,38.96,44.09,2021
Echo,b1a-298b,07/15/2021,07/15/2021,Same Day,washers,160,185.24,33.77,2021
Echo,a85-fe55,07/15/2021,07/22/2021,Standard,dryers,25,98.21,63.37,2021
Echo,73c-94e0,07/15/2021,07/17/2021,Express,car radios,139,24.43,91.77,2021
Apex Corporation,615-1d45,07/17/2021,07/19/2021,Express,accessories,100,181.82,45.6,2021
Apex Corporation,3f9-16e4,07/17/2021,07/19/2021,Express,phones,61,113.92,78.41,2021
Apex Corporation,bc6-04a9,07/17/2021,07/19/2021,Express,computers,201,71.69,15.77,2021
Apex Corporation,a50-8aa3,07/17/2021,07/21/2021,Standard,tablets,254,68.71,32.02,2021
Apex Corporation,bd3-3af3,07/17/2021,07/19/2021,Express,televisions,216,103.79,68.05,2021
Maritime Data,e14-9081,07/17/2021,07/19/2021,Express,Cloud Service,168,85.98,65.08,2021
Maritime Data,d5f-a141,07/17/2021,07/19/2021,Express,Banking platform,129,122.0,19.29,2021
Maritime Data,a67-cf1b,07/17/2021,07/19/2021,Express,Business Analytics,148,70.38,79.65,2021
Maritime Data,797-0ed6,07/17/2021,07/19/2021,Express,Database Security,14,291.29,67.67,2021
Maritime Data,a0c-171c,07/17/2021,07/17/2021,Same Day,GPU Software,120,229.81,86.61,2021
Maritime Data,323-20bd,07/17/2021,07/19/2021,Express,Workforce Scheduling,24,133.58,88.75,2021
Fusion Energy,040-2cd4,07/17/2021,07/24/2021,Standard,Combustion Fluids,198,288.32,46.14,2021
Fusion Energy,e04-d2f5,07/17/2021,07/17/2021,Same Day,Cleaning Supplies,192,259.18,71.88,2021
Fusion Energy,6e0-601a,07/17/2021,07/19/2021,Express,Greases,118,135.69,24.39,2021
Fusion Energy,db9-5aca,07/17/2021,07/17/2021,Same Day,Rubber,36,149.75,14.41,2021
Bitterroot Wood Studio,0d9-8095,07/17/2021,07/23/2021,Standard,Chairs,268,123.1,55.75,2021
Bitterroot Wood Studio,a3c-1a4b,07/17/2021,07/17/2021,Same Day,Tables,82,194.91,81.61,2021
Bitterroot Wood Studio,067-7261,07/17/2021,07/19/2021,Express,Bedframes,62,183.39,24.85,2021
Bitterroot Wood Studio,150-9b22,07/17/2021,07/22/2021,Standard,Bookcases,274,151.98,12.14,2021
Bitterroot Wood Studio,ad0-8eaa,07/17/2021,07/17/2021,Same Day,Cabinets,111,162.75,96.57,2021
Echo,f04-f5cb,07/17/2021,07/17/2021,Same Day,accessories,197,165.43,52.06,2021
Echo,812-8f23,07/17/2021,07/24/2021,Standard,phones,275,255.86,34.02,2021
Echo,957-30e5,07/17/2021,07/19/2021,Express,computers,101,205.86,96.76,2021
Echo,30f-4ae8,07/17/2021,07/19/2021,Express,tablets,145,234.24,14.12,2021
Echo,2ce-54df,07/17/2021,07/17/2021,Same Day,washers,81,189.6,42.29,2021
Echo,140-1463,07/17/2021,07/17/2021,Same Day,dryers,281,106.43,15.81,2021
Echo,4f0-0b18,07/17/2021,07/17/2021,Same Day,car radios,296,245.75,52.01,2021
Apex Corporation,35a-940a,07/20/2021,07/27/2021,Standard,accessories,176,200.52,35.83,2021
Apex Corporation,6d0-a341,07/20/2021,07/26/2021,Standard,phones,67,30.1,18.19,2021
Apex Corporation,77d-1cbf,07/20/2021,07/26/2021,Standard,computers,97,247.05,56.46,2021
Apex Corporation,a3d-0354,07/20/2021,07/24/2021,Standard,tablets,251,221.74,88.79,2021
Apex Corporation,76d-b6a5,07/20/2021,07/22/2021,Express,televisions,268,135.15,69.39,2021
Maritime Data,1eb-c4da,07/20/2021,07/20/2021,Same Day,Cloud Service,212,292.35,50.59,2021
Maritime Data,dac-0e59,07/20/2021,07/22/2021,Express,Banking platform,284,289.27,40.46,2021
Maritime Data,3a9-32ac,07/20/2021,07/20/2021,Same Day,Business Analytics,238,127.79,40.56,2021
Maritime Data,6fa-2c63,07/20/2021,07/20/2021,Same Day,Database Security,182,164.67,66.29,2021
Maritime Data,afc-ef18,07/20/2021,07/24/2021,Standard,GPU Software,264,156.19,77.07,2021
Maritime Data,5d0-f90c,07/20/2021,07/20/2021,Same Day,Workforce Scheduling,233,237.35,52.17,2021
Fusion Energy,0c4-2998,07/20/2021,07/22/2021,Express,Combustion Fluids,231,82.85,17.93,2021
Fusion Energy,5c2-21a0,07/20/2021,07/26/2021,Standard,Cleaning Supplies,85,288.13,76.67,2021
Fusion Energy,366-8395,07/20/2021,07/22/2021,Express,Greases,96,152.49,75.12,2021
Fusion Energy,e47-9d35,07/20/2021,07/24/2021,Standard,Rubber,28,83.2,58.14,2021
Bitterroot Wood Studio,09a-ab4a,07/20/2021,07/27/2021,Standard,Chairs,61,176.45,16.85,2021
Bitterroot Wood Studio,bca-308c,07/20/2021,07/26/2021,Standard,Tables,265,274.8,21.42,2021
Bitterroot Wood Studio,188-ba24,07/20/2021,07/20/2021,Same Day,Bedframes,122,277.45,81.94,2021
Bitterroot Wood Studio,07d-7ae6,07/20/2021,07/24/2021,Standard,Bookcases,107,247.43,53.84,2021
Bitterroot Wood Studio,00a-a03b,07/20/2021,07/27/2021,Standard,Cabinets,125,79.32,95.67,2021
Echo,bbd-f30d,07/20/2021,07/20/2021,Same Day,accessories,86,37.56,16.95,2021
Echo,578-5140,07/20/2021,07/26/2021,Standard,phones,202,275.15,15.62,2021
Echo,f31-842a,07/20/2021,07/20/2021,Same Day,computers,123,286.16,11.61,2021
Echo,a02-50b7,07/20/2021,07/20/2021,Same Day,tablets,30,30.45,42.41,2021
Echo,96b-c6a3,07/20/2021,07/22/2021,Express,washers,63,290.16,81.92,2021
Echo,de9-40cc,07/20/2021,07/22/2021,Express,dryers,190,44.84,87.88,2021
Echo,e1f-a9c5,07/20/2021,07/20/2021,Same Day,car radios,245,285.21,63.05,2021
Apex Corporation,a51-3e11,07/21/2021,07/21/2021,Same Day,accessories,258,265.2,75.54,2021
Apex Corporation,dbe-ad01,07/21/2021,07/21/2021,Same Day,phones,124,21.13,96.92,2021
Apex Corporation,812-3748,07/21/2021,07/23/2021,Express,computers,234,203.47,25.7,2021
Apex Corporation,4d0-0900,07/21/2021,07/26/2021,Standard,tablets,283,238.43,52.25,2021
Apex Corporation,6bb-9630,07/21/2021,07/21/2021,Same Day,televisions,252,195.46,32.35,2021
Maritime Data,e4a-a6f9,07/21/2021,07/26/2021,Standard,Cloud Service,11,235.89,34.3,2021
Maritime Data,5d6-f390,07/21/2021,07/23/2021,Express,Banking platform,72,96.99,24.41,2021
Maritime Data,a6e-fe82,07/21/2021,07/28/2021,Standard,Business Analytics,82,128.42,22.62,2021
Maritime Data,9ea-2acb,07/21/2021,07/28/2021,Standard,Database Security,116,173.48,56.6,2021
Maritime Data,07d-c5df,07/21/2021,07/27/2021,Standard,GPU Software,225,94.77,53.71,2021
