"""
Will be used later but not for the final version for the cs232 class
"""


stock_abbrev,date,opening_price,daily_max,daily_min,closing_price
FEN,06/11/2021,77.63,80.05,70.64,72.51
FEN,06/14/2021,72.51,78.32,70.1,70.98
FEN,06/15/2021,70.98,77.16,69.85,74.44
FEN,06/16/2021,74.44,81.25,71.35,81.14
FEN,06/17/2021,81.14,85.04,75.48,76.29
FEN,06/18/2021,76.29,78.05,69.9,74.39
FEN,06/21/2021,74.39,78.5,71.67,78.36
FEN,06/22/2021,78.36,80.45,78.36,79.05
FEN,06/23/2021,79.05,79.3,72.29,74.45
FEN,06/24/2021,74.45,76.15,68.38,71.62
FEN,06/25/2021,71.62,74.97,69.55,74.55
FEN,06/28/2021,74.55,80.08,73.02,76.12
FEN,06/29/2021,76.12,76.39,74.84,75.6
FEN,06/30/2021,75.6,76.52,71.9,73.82
FEN,07/01/2021,73.82,78.73,73.55,77.63
FEN,07/02/2021,77.63,78.05,70.32,73.04
FEN,07/05/2021,73.04,80.19,71.26,75.15
FEN,07/06/2021,75.15,76.37,71.76,75.19
FEN,07/07/2021,75.19,82.61,71.99,79.78
FEN,07/08/2021,79.78,80.71,74.22,79.84
FEN,07/09/2021,79.84,85.24,72.26,75.22
FEN,07/12/2021,75.22,75.68,74.85,75.61
FEN,07/13/2021,75.61,76.57,70.71,73.91
FEN,07/14/2021,73.91,76.05,72.1,73.14
FEN,07/15/2021,73.14,75.36,67.21,68.0
FEN,07/16/2021,68.0,74.02,66.56,72.34
FEN,07/19/2021,72.34,77.2,68.31,76.9
FEN,07/20/2021,76.9,83.05,75.02,78.34
FEN,07/21/2021,78.34,84.2,77.84,81.44
FEN,07/22/2021,81.44,87.48,78.26,81.65
FEN,07/23/2021,81.65,88.8,75.24,80.1
FEN,07/26/2021,80.1,81.27,77.75,79.89
FEN,07/27/2021,79.89,81.17,79.4,80.83
FEN,07/28/2021,80.83,85.86,80.2,80.94
FEN,07/29/2021,80.94,83.78,75.97,80.43
FEN,07/30/2021,80.43,83.99,73.44,75.65
FEN,08/02/2021,75.65,76.33,73.37,74.26
FEN,08/03/2021,74.26,81.18,66.91,71.35
FEN,08/04/2021,71.35,73.31,64.65,68.16
FEN,08/05/2021,68.16,69.0,66.72,67.64
FEN,08/06/2021,67.64,72.7,64.92,71.23
FEN,08/09/2021,71.23,74.76,69.58,69.75
FEN,08/10/2021,69.75,70.07,65.19,66.9
FEN,08/11/2021,66.9,72.73,63.59,70.25
FEN,08/12/2021,70.25,71.59,64.77,71.44
FEN,08/13/2021,71.44,74.68,71.44,72.57
FEN,08/16/2021,72.57,74.22,70.95,72.01
FEN,08/17/2021,72.01,78.34,67.41,72.62
FEN,08/18/2021,72.62,72.98,65.59,69.47
FEN,08/19/2021,69.47,75.33,68.85,71.96
FEN,08/20/2021,71.96,72.1,65.82,66.06
FEN,08/23/2021,66.06,72.22,65.96,72.17
FEN,08/24/2021,72.17,79.12,70.14,74.84
FEN,08/25/2021,74.84,77.53,70.08,75.15
FEN,08/26/2021,75.15,75.24,68.74,70.27
FEN,08/27/2021,70.27,75.59,67.87,74.26
FEN,08/30/2021,74.26,75.65,71.21,74.41
FEN,08/31/2021,74.41,77.79,67.74,76.3
FEN,09/01/2021,76.3,76.85,75.44,76.22
FEN,09/02/2021,76.22,82.14,75.56,76.76
FEN,09/03/2021,76.76,77.18,72.37,73.93
FEN,09/06/2021,73.93,78.93,67.37,68.96
FEN,09/07/2021,68.96,73.32,62.61,69.1
FEN,09/08/2021,69.1,72.16,63.65,64.05
FEN,09/09/2021,64.05,69.68,61.59,63.99
FEN,09/10/2021,63.99,66.59,60.45,65.2
FEN,09/13/2021,65.2,71.44,61.42,61.72
FEN,09/14/2021,61.72,66.01,56.36,64.28
FEN,09/15/2021,64.28,70.52,64.22,65.02
FEN,09/16/2021,65.02,68.63,59.43,62.41
FEN,09/17/2021,62.41,63.7,59.28,59.52
FEN,09/20/2021,59.52,62.61,56.93,59.05
FEN,09/21/2021,59.05,62.03,53.56,54.2
FEN,09/22/2021,54.2,58.22,50.96,57.29
FEN,09/23/2021,57.29,58.3,52.42,52.45
FEN,09/24/2021,52.45,54.68,52.4,53.38
FEN,09/27/2021,53.38,58.31,52.3,53.86
FEN,09/28/2021,53.86,56.33,49.36,55.92
FEN,09/29/2021,55.92,59.75,52.88,58.79
FEN,09/30/2021,58.79,62.63,54.92,61.65
FEN,10/01/2021,61.65,65.9,56.1,56.84
FEN,10/04/2021,56.84,58.57,54.52,55.44
FEN,10/05/2021,55.44,57.77,52.2,55.14
FEN,10/06/2021,55.14,60.52,49.68,56.56
FEN,10/07/2021,56.56,61.43,53.59,60.12
FEN,10/08/2021,60.12,63.38,58.86,62.86
FEN,10/11/2021,62.86,65.63,62.53,65.61
FEN,10/12/2021,65.61,67.42,61.04,61.14
FEN,10/13/2021,61.14,61.94,58.4,60.67
FEN,10/14/2021,60.67,62.7,56.96,57.97
FEN,10/15/2021,57.97,62.57,55.85,56.99
FEN,10/18/2021,56.99,61.39,53.08,57.61
FEN,10/19/2021,57.61,58.19,54.89,55.93
FEN,10/20/2021,55.93,56.33,50.52,52.98
FEN,10/21/2021,52.98,58.18,52.55,52.82
FEN,10/22/2021,52.82,57.6,50.18,53.03
FEN,10/25/2021,53.03,56.0,51.57,52.49
FEN,10/26/2021,52.49,57.74,50.45,53.88
FEN,10/27/2021,53.88,57.4,52.42,56.91
FEN,10/28/2021,56.91,61.84,55.77,60.57
FEN,10/29/2021,60.57,62.57,58.25,62.42
FEN,11/01/2021,62.42,66.57,61.76,64.23
FEN,11/02/2021,64.23,69.3,60.16,63.16
FEN,11/03/2021,63.16,64.6,57.71,61.99
FEN,11/04/2021,61.99,66.81,61.31,65.67
FEN,11/05/2021,65.67,67.13,62.49,65.61
FEN,11/08/2021,65.61,69.56,59.37,61.66
FEN,11/09/2021,61.66,65.24,59.99,64.67
FEN,11/10/2021,64.67,69.76,63.8,67.52
FEN,11/11/2021,67.52,69.57,65.01,65.66
FEN,11/12/2021,65.66,68.51,60.19,67.91
FEN,11/15/2021,67.91,74.49,67.53,70.59
FEN,11/16/2021,70.59,71.75,66.68,68.65
FEN,11/17/2021,68.65,74.79,68.59,71.13
FEN,11/18/2021,71.13,76.61,70.84,73.17
FEN,11/19/2021,73.17,76.95,71.94,73.17
FEN,11/22/2021,73.17,80.44,68.37,70.52
FEN,11/23/2021,70.52,77.28,70.12,76.54
FEN,11/24/2021,76.54,81.9,76.53,80.31
FEN,11/25/2021,80.31,86.38,78.22,79.17
FEN,11/26/2021,79.17,79.21,74.77,76.44
FEN,11/29/2021,76.44,82.64,74.83,75.57
FEN,11/30/2021,75.57,79.68,72.95,74.35
FEN,12/01/2021,74.35,79.96,67.84,71.72
FEN,12/02/2021,71.72,77.5,67.45,77.1
FEN,12/03/2021,77.1,78.96,75.78,75.83
FEN,12/06/2021,75.83,83.32,72.34,81.14
FEN,12/07/2021,81.14,82.92,79.74,82.7
FEN,12/08/2021,82.7,89.73,80.12,81.02
FEN,12/09/2021,81.02,84.93,80.36,81.95
FEN,12/10/2021,81.95,89.72,80.36,83.89
FEN,12/13/2021,83.89,89.48,82.48,82.65
FEN,12/14/2021,82.65,84.35,80.72,81.94
FEN,12/15/2021,81.94,87.03,77.52,78.73
FEN,12/16/2021,78.73,83.95,76.65,81.5
FEN,12/17/2021,81.5,82.13,73.88,78.83
FEN,12/20/2021,78.83,80.88,75.83,79.23
FEN,12/21/2021,79.23,79.77,73.69,78.59
FEN,12/22/2021,78.59,79.96,77.05,79.42
FEN,12/23/2021,79.42,81.36,73.02,76.17
FEN,12/24/2021,76.17,79.42,69.77,72.03
FEN,12/27/2021,72.03,77.43,68.53,70.31
FEN,12/28/2021,70.31,76.72,64.4,67.61
FEN,12/29/2021,67.61,74.21,62.69,73.9
FEN,12/30/2021,73.9,78.61,67.83,68.35
FEN,12/31/2021,68.35,71.5,67.72,68.27
FEN,01/03/2022,68.27,69.98,65.45,69.15
FEN,01/04/2022,69.15,71.51,64.31,70.23
FEN,01/05/2022,70.23,70.82,68.89,70.22
FEN,01/06/2022,70.22,71.93,65.73,68.08
FEN,01/07/2022,68.08,73.79,67.69,72.11
FEN,01/10/2022,72.11,79.06,70.11,70.22
FEN,01/11/2022,70.22,70.6,65.95,66.42
FEN,01/12/2022,66.42,71.16,61.38,62.24
FEN,01/13/2022,62.24,63.23,60.6,62.8
FEN,01/14/2022,62.8,64.48,61.59,62.21
FEN,01/17/2022,62.21,68.03,57.84,63.13
FEN,01/18/2022,63.13,66.65,59.89,62.63
FEN,01/19/2022,62.63,66.59,58.32,59.09
FEN,01/20/2022,59.09,60.08,53.78,53.82
FEN,01/21/2022,53.82,57.62,52.36,55.21
FEN,01/24/2022,55.21,60.3,54.41,59.74
FEN,01/25/2022,59.74,62.0,58.96,60.39
FEN,01/26/2022,60.39,61.43,58.49,59.6
FEN,01/27/2022,59.6,60.31,57.48,58.88
FEN,01/28/2022,58.88,60.48,53.97,58.11
FEN,01/31/2022,58.11,60.29,53.05,54.37
FEN,02/01/2022,54.37,58.77,49.68,52.7
FEN,02/02/2022,52.7,52.76,47.6,49.81
FEN,02/03/2022,49.81,52.15,44.98,51.69
FEN,02/04/2022,51.69,54.37,49.6,50.51
FEN,02/07/2022,50.51,55.43,45.84,54.13
FEN,02/08/2022,54.13,58.73,54.03,58.26
FEN,02/09/2022,58.26,62.77,56.14,59.77
FEN,02/10/2022,59.77,65.09,54.93,60.7
FEN,02/11/2022,60.7,61.14,59.5,60.79
FEN,02/14/2022,60.79,63.95,57.53,58.21
FEN,02/15/2022,58.21,58.49,55.16,58.09
FEN,02/16/2022,58.09,59.36,57.53,58.94
FEN,02/17/2022,58.94,59.67,58.87,59.18
FEN,02/18/2022,59.18,59.58,57.94,59.36
FEN,02/21/2022,59.36,65.17,59.03,63.27
FEN,02/22/2022,63.27,65.37,57.39,64.06
FEN,02/23/2022,64.06,68.6,61.82,64.39
FEN,02/24/2022,64.39,68.34,63.07,65.99
FEN,02/25/2022,65.99,67.33,64.92,66.61
FEN,02/28/2022,66.61,68.42,63.88,66.66
FEN,03/01/2022,66.66,67.97,61.54,65.07
FEN,03/02/2022,65.07,66.29,59.11,60.27
FEN,03/03/2022,60.27,62.66,57.03,61.96
FEN,03/04/2022,61.96,68.06,59.4,67.68
FEN,03/07/2022,67.68,70.62,67.06,67.51
FEN,03/08/2022,67.51,71.67,66.88,71.01
FEN,03/09/2022,71.01,73.59,64.55,66.94
FEN,03/10/2022,66.94,71.92,62.6,68.53
FEN,03/11/2022,68.53,72.85,63.48,65.9
FEN,03/14/2022,65.9,70.76,59.7,60.6
FEN,03/15/2022,60.6,64.54,57.4,62.83
FEN,03/16/2022,62.83,67.64,62.68,63.7
FEN,03/17/2022,63.7,65.13,60.36,62.76
FEN,03/18/2022,62.76,64.1,58.17,63.07
FEN,03/21/2022,63.07,64.3,59.95,63.03
FEN,03/22/2022,63.03,66.15,57.87,59.46
FEN,03/23/2022,59.46,61.06,55.34,58.86
FEN,03/24/2022,58.86,61.08,54.05,59.27
FEN,03/25/2022,59.27,62.72,58.48,59.3
FEN,03/28/2022,59.3,63.61,55.89,62.06
FEN,03/29/2022,62.06,62.53,58.89,59.82
FEN,03/30/2022,59.82,64.85,58.33,63.4
FEN,03/31/2022,63.4,69.27,61.64,66.69
FEN,04/01/2022,66.69,71.53,61.67,67.2
FEN,04/04/2022,67.2,73.56,61.21,61.91
FEN,04/05/2022,61.91,64.26,58.45,62.74
FEN,04/06/2022,62.74,65.61,62.23,63.94
FEN,04/07/2022,63.94,64.75,60.0,60.92
FEN,04/08/2022,60.92,65.73,55.61,64.66
FEN,04/11/2022,64.66,68.29,58.43,59.2
FEN,04/12/2022,59.2,61.61,58.36,59.96
FEN,04/13/2022,59.96,64.27,54.19,56.82
FEN,04/14/2022,56.82,58.79,52.78,55.42
FEN,04/15/2022,55.42,57.52,54.36,54.94
FEN,04/18/2022,54.94,58.4,53.47,55.12
FEN,04/19/2022,55.12,56.17,52.7,54.28
FEN,04/20/2022,54.28,59.02,53.61,57.27
FEN,04/21/2022,57.27,62.56,57.0,60.85
FEN,04/22/2022,60.85,66.3,59.21,61.78
FEN,04/25/2022,61.78,63.31,60.57,62.0
FEN,04/26/2022,62.0,62.45,57.77,59.47
FEN,04/27/2022,59.47,62.53,53.89,58.28
FEN,04/28/2022,58.28,60.59,57.82,58.13
FEN,04/29/2022,58.13,60.04,52.98,58.15
FEN,05/02/2022,58.15,61.55,52.54,57.95
FEN,05/03/2022,57.95,62.2,52.42,56.22
FEN,05/04/2022,56.22,58.92,54.5,57.16
FEN,05/05/2022,57.16,61.0,51.47,56.96
FEN,05/06/2022,56.96,61.92,55.25,58.03
FEN,05/09/2022,58.03,58.21,56.72,57.41
FEN,05/10/2022,57.41,60.27,55.42,56.79
FEN,05/11/2022,56.79,62.3,53.53,58.3
FEN,05/12/2022,58.3,59.68,58.11,58.35
FEN,05/13/2022,58.35,59.3,58.2,58.53
FEN,05/16/2022,58.53,61.34,54.31,55.76
FEN,05/17/2022,55.76,58.08,53.48,57.32
FEN,05/18/2022,57.32,60.98,52.14,55.63
FEN,05/19/2022,55.63,55.99,50.78,52.3
FEN,05/20/2022,52.3,53.76,52.11,53.22
FEN,05/23/2022,53.22,57.72,51.37,55.62
FEN,05/24/2022,55.62,59.14,54.05,54.19
FEN,05/25/2022,54.19,57.15,53.79,55.25
FEN,05/26/2022,55.25,59.31,50.72,51.77
FEN,05/27/2022,51.77,54.69,49.88,51.74
FEN,05/30/2022,51.74,53.03,47.75,51.51
FEN,05/31/2022,51.51,54.69,48.64,52.03
FEN,06/01/2022,52.03,52.44,48.08,48.15
FEN,06/02/2022,48.15,52.89,47.53,49.88
FEN,06/03/2022,49.88,51.75,47.62,49.65
FEN,06/06/2022,49.65,49.99,45.39,48.35
FEN,06/07/2022,48.35,49.76,46.81,47.29
FEN,06/08/2022,47.29,51.43,43.97,50.68
FEN,06/09/2022,50.68,51.89,48.1,50.31
FEN,06/10/2022,50.31,50.59,47.22,47.72
FEN,06/13/2022,47.72,50.25,44.38,45.5
FEN,06/14/2022,45.5,47.1,43.13,45.86
FEN,06/15/2022,45.86,47.78,44.94,46.51
FEN,06/16/2022,46.51,50.47,42.99,47.41
FEN,06/17/2022,47.41,50.05,44.58,46.62
FEN,06/20/2022,46.62,46.64,42.27,42.91
FEN,06/21/2022,42.91,44.29,40.65,41.84
FEN,06/22/2022,41.84,45.53,38.47,38.5
FEN,06/23/2022,38.5,39.47,37.78,39.17
FEN,06/24/2022,39.17,41.44,37.85,39.18
FEN,06/27/2022,39.18,42.33,38.33,41.28
FEN,06/28/2022,41.28,42.9,37.15,38.28
FEN,06/29/2022,38.28,38.84,37.31,38.52
FEN,06/30/2022,38.52,39.12,35.12,36.24
FEN,07/01/2022,36.24,36.65,34.57,35.02
FEN,07/04/2022,35.02,36.82,34.78,36.39
FEN,07/05/2022,36.39,39.18,33.18,36.27
FEN,07/06/2022,36.27,37.21,32.78,36.86
FEN,07/07/2022,36.86,37.56,36.69,36.93
FEN,07/08/2022,36.93,38.33,36.84,38.04
FEN,07/11/2022,38.04,41.32,36.67,40.7
FEN,07/12/2022,40.7,43.59,40.13,40.84
FEN,07/13/2022,40.84,40.97,37.38,37.98
FEN,07/14/2022,37.98,38.82,36.96,37.65
FEN,07/15/2022,37.65,39.67,35.21,35.58
FEN,07/18/2022,35.58,36.22,32.21,34.56
FEN,07/19/2022,34.56,37.8,31.44,35.6
FEN,07/20/2022,35.6,38.9,32.08,35.28
FEN,07/21/2022,35.28,35.48,33.33,34.84
FEN,07/22/2022,34.84,36.67,33.6,35.05
FEN,07/25/2022,35.05,35.41,31.89,35.39
FEN,07/26/2022,35.39,37.13,34.89,36.29
FEN,07/27/2022,36.29,38.47,34.34,35.85
FEN,07/28/2022,35.85,38.48,33.43,34.68
FEN,07/29/2022,34.68,37.31,33.19,36.42
FEN,08/01/2022,36.42,38.02,35.87,36.83
FEN,08/02/2022,36.83,38.77,34.24,35.41
FEN,08/03/2022,35.41,36.6,35.0,36.57
FEN,08/04/2022,36.57,39.82,34.53,37.55
FEN,08/05/2022,37.55,38.47,36.63,37.54
FEN,08/08/2022,37.54,38.09,36.55,37.47
FEN,08/09/2022,37.47,40.19,34.64,37.22
FEN,08/10/2022,37.22,40.07,34.97,39.18
FEN,08/11/2022,39.18,42.45,36.44,40.23
FEN,08/12/2022,40.23,43.4,37.31,41.51
FEN,08/15/2022,41.51,44.03,37.53,38.77
FEN,08/16/2022,38.77,41.86,35.16,37.01
FEN,08/17/2022,37.01,39.17,34.05,38.35
FEN,08/18/2022,38.35,41.6,38.16,41.37
FEN,08/19/2022,41.37,42.99,37.65,40.79
FEN,08/22/2022,40.79,42.74,37.32,41.86
FEN,08/23/2022,41.86,42.63,39.97,41.1
FEN,08/24/2022,41.1,43.4,37.66,42.91
FEN,08/25/2022,42.91,43.16,39.27,41.65
FEN,08/26/2022,41.65,44.88,39.98,44.81
FEN,08/29/2022,44.81,49.07,43.0,47.34
FEN,08/30/2022,47.34,48.52,45.38,46.18
FEN,08/31/2022,46.18,49.03,44.17,46.32
FEN,09/01/2022,46.32,50.6,43.35,43.57
FEN,09/02/2022,43.57,46.2,40.42,44.7
FEN,09/05/2022,44.7,47.43,43.28,44.44
FEN,09/06/2022,44.44,48.01,43.63,47.46
FEN,09/07/2022,47.46,48.51,44.78,47.87
FEN,09/08/2022,47.87,48.19,47.33,47.79
FEN,09/09/2022,47.79,52.29,44.86,50.21
FEN,09/12/2022,50.21,53.83,47.08,47.26
FEN,09/13/2022,47.26,49.79,46.85,48.41
FEN,09/14/2022,48.41,49.62,45.57,48.78
FEN,09/15/2022,48.78,49.27,44.19,45.81
FEN,09/16/2022,45.81,49.17,44.91,46.85
FEN,09/19/2022,46.85,47.53,46.12,47.34
FEN,09/20/2022,47.34,51.98,46.84,47.25
FEN,09/21/2022,47.25,50.23,44.69,48.05
FEN,09/22/2022,48.05,49.32,44.01,48.18
FEN,09/23/2022,48.18,52.82,44.56,50.65
FEN,09/26/2022,50.65,50.91,49.7,50.62
FEN,09/27/2022,50.62,51.29,49.84,50.86
FEN,09/28/2022,50.86,52.51,50.64,50.94
FEN,09/29/2022,50.94,51.69,50.23,50.32
FEN,09/30/2022,50.32,53.51,45.51,49.73
FEN,10/03/2022,49.73,51.94,45.47,50.7
FEN,10/04/2022,50.7,55.7,46.56,55.04
FEN,10/05/2022,55.04,59.96,51.18,51.99
FEN,10/06/2022,51.99,53.98,50.66,51.08
FEN,10/07/2022,51.08,55.64,48.56,48.82
FEN,10/10/2022,48.82,51.84,48.26,51.54
FEN,10/11/2022,51.54,55.61,48.84,53.45
FEN,10/12/2022,53.45,58.13,50.49,58.01
FEN,10/13/2022,58.01,61.69,53.13,56.4
FEN,10/14/2022,56.4,60.45,55.65,57.09
FEN,10/17/2022,57.09,61.2,51.66,60.22
FEN,10/18/2022,60.22,65.54,58.77,60.34
FEN,10/19/2022,60.34,60.92,59.82,60.88
FEN,10/20/2022,60.88,61.82,56.16,57.43
FEN,10/21/2022,57.43,58.36,53.49,55.23
FEN,10/24/2022,55.23,59.48,53.87,54.67
FEN,10/25/2022,54.67,59.35,49.65,56.17
FEN,10/26/2022,56.17,60.65,54.06,55.33
FEN,10/27/2022,55.33,58.56,52.1,57.7
FEN,10/28/2022,57.7,62.8,53.47,62.23
FEN,10/31/2022,62.23,64.05,58.35,58.36
FEN,11/01/2022,58.36,63.44,53.62,60.02
FEN,11/02/2022,60.02,60.69,59.55,60.15
FEN,11/03/2022,60.15,62.66,59.06,60.94
FEN,11/04/2022,60.94,62.05,56.82,57.37
FEN,11/07/2022,57.37,57.54,53.52,57.34
FEN,11/08/2022,57.34,61.79,54.33,56.27
FEN,11/09/2022,56.27,57.39,51.75,56.91
FEN,11/10/2022,56.91,62.15,53.79,60.03
FEN,11/11/2022,60.03,60.87,59.46,60.71
FEN,11/14/2022,60.71,62.46,59.47,62.24
FEN,11/15/2022,62.24,65.16,60.8,62.08
FEN,11/16/2022,62.08,66.99,61.93,62.93
FEN,11/17/2022,62.93,67.64,58.22,61.65
FEN,11/18/2022,61.65,61.65,60.73,61.5
FEN,11/21/2022,61.5,61.7,61.15,61.26
FEN,11/22/2022,61.26,63.09,61.06,62.72
FEN,11/23/2022,62.72,62.75,57.2,61.23
FEN,11/24/2022,61.23,64.41,58.88,63.83
FEN,11/25/2022,63.83,65.82,62.31,63.18
FEN,11/28/2022,63.18,64.24,59.94,60.29
FEN,11/29/2022,60.29,64.46,59.57,63.85
FEN,11/30/2022,63.85,65.44,59.16,59.61
FEN,12/01/2022,59.61,64.61,56.02,62.38
FEN,12/02/2022,62.38,66.79,59.68,66.35
FEN,12/05/2022,66.35,71.05,62.04,70.31
FEN,12/06/2022,70.31,72.21,69.05,71.67
FEN,12/07/2022,71.67,75.55,66.38,68.55
FEN,12/08/2022,68.55,68.89,64.06,68.44
FEN,12/09/2022,68.44,69.82,66.15,69.74
FEN,12/12/2022,69.74,72.12,67.7,67.88
FEN,12/13/2022,67.88,71.03,63.94,64.12
FEN,12/14/2022,64.12,65.19,62.93,65.15
FEN,12/15/2022,65.15,69.37,60.97,62.07
FEN,12/16/2022,62.07,64.3,57.78,60.98
FEN,12/19/2022,60.98,65.88,56.55,65.45
FEN,12/20/2022,65.45,69.77,59.78,69.75
FEN,12/21/2022,69.75,70.62,64.47,65.1
FEN,12/22/2022,65.1,66.25,61.06,63.05
FEN,12/23/2022,63.05,64.63,60.93,63.39
FEN,12/26/2022,63.39,65.03,57.39,62.76
FEN,12/27/2022,62.76,67.85,62.14,65.09
FEN,12/28/2022,65.09,67.77,58.93,63.85
FEN,12/29/2022,63.85,65.25,58.58,63.63
FEN,12/30/2022,63.63,65.15,61.22,61.66
FEN,01/02/2023,61.66,62.98,61.66,62.17
FEN,01/03/2023,62.17,65.13,61.79,63.31
FEN,01/04/2023,63.31,65.72,58.73,61.27
FEN,01/05/2023,61.27,63.02,57.18,61.45
FEN,01/06/2023,61.45,65.59,57.16,59.54
FEN,01/09/2023,59.54,61.81,56.7,60.12
FEN,01/10/2023,60.12,65.98,55.23,59.7
FEN,01/11/2023,59.7,60.4,55.09,55.94
FEN,01/12/2023,55.94,60.18,51.17,52.63
FEN,01/13/2023,52.63,54.49,49.49,51.72
FEN,01/16/2023,51.72,54.02,47.29,53.82
FEN,01/17/2023,53.82,56.12,52.95,53.85
FEN,01/18/2023,53.85,54.28,51.14,53.02
FEN,01/19/2023,53.02,55.37,48.05,53.76
FEN,01/20/2023,53.76,53.94,50.05,52.63
FEN,01/23/2023,52.63,54.07,49.24,53.55
FEN,01/24/2023,53.55,57.21,51.93,55.73
FEN,01/25/2023,55.73,57.19,51.73,53.76
FEN,01/26/2023,53.76,54.51,52.45,52.63
FEN,01/27/2023,52.63,54.99,47.87,54.6
FEN,01/30/2023,54.6,55.61,52.45,55.15
FEN,01/31/2023,55.15,59.77,50.06,56.18
FEN,02/01/2023,56.18,58.75,50.7,57.51
FEN,02/02/2023,57.51,61.17,54.47,60.41
FEN,02/03/2023,60.41,62.68,54.67,61.43
FEN,02/06/2023,61.43,64.25,60.28,61.43
FEN,02/07/2023,61.43,64.12,58.34,61.04
FEN,02/08/2023,61.04,61.47,56.95,61.25
FEN,02/09/2023,61.25,62.47,60.78,61.08
FEN,02/10/2023,61.08,64.14,59.83,62.03
FEN,02/13/2023,62.03,64.82,59.51,62.75
FEN,02/14/2023,62.75,68.57,57.46,61.1
FEN,02/15/2023,61.1,61.92,55.39,58.09
FEN,02/16/2023,58.09,61.04,53.99,59.3
FEN,02/17/2023,59.3,63.12,56.55,62.32
FEN,02/20/2023,62.32,62.49,59.62,61.75
FEN,02/21/2023,61.75,64.78,57.08,59.75
FEN,02/22/2023,59.75,65.59,58.19,62.72
FEN,02/23/2023,62.72,65.07,56.94,61.5
FEN,02/24/2023,61.5,63.38,60.88,61.43
FEN,02/27/2023,61.43,62.53,57.64,62.02
FEN,02/28/2023,62.02,66.48,61.61,63.83
FEN,03/01/2023,63.83,67.65,60.41,64.33
FEN,03/02/2023,64.33,64.78,61.94,62.5
FEN,03/03/2023,62.5,64.16,59.67,62.21
FEN,03/06/2023,62.21,66.31,57.66,62.72
FEN,03/07/2023,62.72,63.78,57.36,57.98
FEN,03/08/2023,57.98,63.64,55.67,61.59
FEN,03/09/2023,61.59,66.82,57.21,65.03
FEN,03/10/2023,65.03,67.81,62.48,64.41
FEN,03/13/2023,64.41,70.55,62.67,65.94
FEN,03/14/2023,65.94,70.81,61.8,63.69
FEN,03/15/2023,63.69,66.49,58.41,65.6
FEN,03/16/2023,65.6,66.34,63.65,63.83
FEN,03/17/2023,63.83,65.32,59.58,62.62
FEN,03/20/2023,62.62,68.25,60.32,66.65
FEN,03/21/2023,66.65,67.75,65.47,66.29
FEN,03/22/2023,66.29,68.75,60.15,61.13
FEN,03/23/2023,61.13,65.45,58.43,61.78
FEN,03/24/2023,61.78,67.15,56.35,59.59
FEN,03/27/2023,59.59,62.35,57.34,59.16
FEN,03/28/2023,59.16,63.59,56.75,59.83
FEN,03/29/2023,59.83,63.48,55.11,56.44
FEN,03/30/2023,56.44,61.43,53.21,60.12
FEN,03/31/2023,60.12,66.02,55.56,60.96
FEN,04/03/2023,60.96,65.45,57.88,61.4
FEN,04/04/2023,61.4,63.47,57.02,63.31
FEN,04/05/2023,63.31,65.35,57.36,59.25
FEN,04/06/2023,59.25,60.64,58.68,60.06
FEN,04/07/2023,60.06,60.73,59.18,59.21
FEN,04/10/2023,59.21,62.18,58.53,61.96
FEN,04/11/2023,61.96,68.04,59.79,67.22
FEN,04/12/2023,67.22,73.09,66.32,72.25
FEN,04/13/2023,72.25,75.75,66.93,71.9
FEN,04/14/2023,71.9,73.17,66.64,69.97
FEN,04/17/2023,69.97,76.87,69.54,75.75
FEN,04/18/2023,75.75,79.44,72.1,76.46
FEN,04/19/2023,76.46,79.39,71.72,75.96
FEN,04/20/2023,75.96,81.54,71.96,77.01
FEN,04/21/2023,77.01,79.31,75.69,76.34
FEN,04/24/2023,76.34,78.55,71.71,78.26
FEN,04/25/2023,78.26,81.94,71.96,75.13
FEN,04/26/2023,75.13,81.59,73.72,77.86
FEN,04/27/2023,77.86,79.5,71.67,76.06
FEN,04/28/2023,76.06,81.52,68.55,72.76
FEN,05/01/2023,72.76,75.38,71.25,74.0
FEN,05/02/2023,74.0,81.24,72.74,80.17
FEN,05/03/2023,80.17,88.0,73.72,79.91
FEN,05/04/2023,79.91,86.43,74.54,75.89
FEN,05/05/2023,75.89,83.2,71.48,82.54
FEN,05/08/2023,82.54,83.03,77.37,78.28
FEN,05/09/2023,78.28,82.29,72.29,78.83
FEN,05/10/2023,78.83,83.3,77.36,82.0
FEN,05/11/2023,82.0,90.11,78.55,86.43
FEN,05/12/2023,86.43,87.76,82.17,86.66
FEN,05/15/2023,86.66,94.03,83.69,86.22
FEN,05/16/2023,86.22,86.7,79.38,79.43
FEN,05/17/2023,79.43,84.1,78.92,80.63
FEN,05/18/2023,80.63,87.77,76.85,78.65
FEN,05/19/2023,78.65,81.28,75.06,76.77
FEN,05/22/2023,76.77,77.41,74.87,76.3
FEN,05/23/2023,76.3,79.33,69.83,72.27
FEN,05/24/2023,72.27,76.91,69.15,70.79
FEN,05/25/2023,70.79,72.57,64.21,71.26
FEN,05/26/2023,71.26,73.65,67.9,71.94
FEN,05/29/2023,71.94,72.38,70.43,70.72
FEN,05/30/2023,70.72,74.41,67.09,71.48
FEN,05/31/2023,71.48,76.04,66.49,74.14
FEN,06/01/2023,74.14,77.21,70.06,75.91
FEN,06/02/2023,75.91,82.43,70.38,75.29
